 
HCPC	Seq Num	RIC	Long Description	Short Description	PI1	PI2	PI3	PI4	MPI	CIM1	CIM2	CIM3	MCM1	MCM2	MCM3	Statute	Lab Cert1	Lab Cert2	Lab Cert3	Lab Cert4	Lab Cert5	Lab Cert6	Lab Cert7	Lab Cert8	X-Ref1	X-Ref2	X-Ref3	X-Ref4	X-Ref5	Coverage	ASC Pay Grp	ASC Pay Grp Eff Date	MOG Pay Grp	MOG Pay Ind	MOG Eff Date	Proc Note	BETOS	FILLER	TOS1	TOS2	TOS3	TOS4	TOS5	Anest Base Units	Code Add Date	Action Eff Date	Term Date	Action Code	   
C8925	00300	4	WITHOUT M-MODE RECORDING); INCLUDING PROBE PLACEMENT, IMAGE ACQUISITION,																																														   
C8925	00400	4	INTERPRETATION AND REPORT																																														   
C8926	00100	3	TRANSESOPHAGEAL ECHOCARDIOGRAPHY (TEE) WITH CONTRAST, OR WITHOUT CONTRAST	TEE w or w/o fol w/cont,cong	53				A							1833(t)(2)														D							I3C		4					  0	20080101	20080101		N	   
C8926	00200	4	FOLLOWED BY WITH CONTRAST, FOR CONGENITAL CARDIAC ANOMALIES; INCLUDING PROBE																																														   
C8926	00300	4	PLACEMENT, IMAGE ACQUISITION, INTERPRETATION AND REPORT																																														   
C8927	00100	3	TRANSESOPHAGEAL ECHOCARDIOGRAPHY (TEE) WITH CONTRAST, OR WITHOUT CONTRAST	TEE w or w/o fol w/cont, mon	53				A							1833(t)(2)														D							I3C		4					  0	20080101	20080101		N	   
C8927	00200	4	FOLLOWED BY WITH CONTRAST, FOR MONITORING PURPOSES, INCLUDING PROBE PLACEMENT,																																														   
C8927	00300	4	REAL TIME 2-DIMENSIONAL IMAGE ACQUISITION AND INTERPRETATION LEADING TO ONGOING																																														   
C8927	00400	4	(CONTINUOUS) ASSESSMENT OF (DYNAMICALLY CHANGING) CARDIAC PUMPING FUNCTION AND																																														   
C8927	00500	4	TO THERAPEUTIC MEASURES ON AN IMMEDIATE TIME BASIS																																														   
C8928	00100	3	TRANSTHORACIC ECHOCARDIOGRAPHY WITH CONTRAST, OR WITHOUT CONTRAST FOLLOWED BY	TTE w or w/o fol w/con,stres	53				A							1833(t)(2)														D							I3C		4					  0	20080101	20090101		N	   
C8928	00200	4	WITH CONTRAST, REAL-TIME WITH IMAGE DOCUMENTATION (2D), INCLUDES M-MODE																																														   
C8928	00300	4	RECORDING, WHEN PERFORMED, DURING REST AND CARDIOVASCULAR STRESS TEST USING																																														   
C8928	00400	4	TREADMILL, BICYCLE EXERCISE AND/OR PHARMACOLOGICALLY INDUCED STRESS, WITH																																														   
C8928	00500	4	INTERPRETATION AND REPORT																																														   
C8929	00100	3	TRANSTHORACIC ECHOCARDIOGRAPHY WITH CONTRAST, OR WITHOUT CONTRAST FOLLOWED BY	TTE w or wo fol wcon,Doppler	53				A							1833(t)(2)														D							I3C		4					  0	20090101	20090101		N	   
C8929	00200	4	WITH CONTRAST, REAL-TIME WITH IMAGE DOCUMENTATION (2D), INCLUDES M-MODE																																														   
C8929	00300	4	RECORDING, WHEN PERFORMED, COMPLETE, WITH SPECTRAL DOPPLER ECHOCARDIOGRAPHY,																																														   
C8929	00400	4	AND WITH COLOR FLOW DOPPLER ECHOCARDIOGRAPHY																																														   
C8930	00100	3	TRANSTHORACIC ECHOCARDIOGRAPHY, WITH CONTRAST, OR WITHOUT CONTRAST FOLLOWED BY	TTE w or w/o contr, cont ECG	53				A							1833(t)(2)														D							I3C		4					  0	20090101	20090101		N	   
C8930	00200	4	WITH CONTRAST, REAL-TIME WITH IMAGE DOCUMENTATION (2D), INCLUDES M-MODE																																														   
C8930	00300	4	RECORDING, WHEN PERFORMED, DURING REST AND CARDIOVASCULAR STRESS TEST USING																																														   
C8930	00400	4	TREADMILL, BICYCLE EXERCISE AND/OR PHARMACOLOGICALLY INDUCED STRESS, WITH																																														   
C8930	00500	4	INTERPRETATION AND REPORT; INCLUDING PERFORMANCE OF CONTINUOUS																																														   
C8930	00600	4	ELECTROCARDIOGRAPHIC MONITORING, WITH PHYSICIAN SUPERVISION																																														   
C8931	00100	3	MAGNETIC RESONANCE ANGIOGRAPHY WITH CONTRAST, SPINAL CANAL AND CONTENTS	MRA, w/dye, spinal canal	53				A							1833(t)														D	YY	20101001					I2D		4					  0	20101001	20101001		A	   
C8932	00100	3	MAGNETIC RESONANCE ANGIOGRAPHY WITHOUT CONTRAST, SPINAL CANAL AND CONTENTS	MRA, w/o dye, spinal canal	53				A							1833(t)														D	YY	20101001					I2D		4					  0	20101001	20101001		A	   
C8933	00100	3	MAGNETIC RESONANCE ANGIOGRAPHY WITHOUT CONTRAST FOLLOWED BY WITH CONTRAST,	MRA, w/o&w/dye, spinal canal	53				A							1833(t)														D	YY	20101001					I2D		4					  0	20101001	20101001		A	   
C8933	00200	4	SPINAL CANAL AND CONTENTS																																														   
C8934	00100	3	MAGNETIC RESONANCE ANGIOGRAPHY WITH CONTRAST, UPPER EXTREMITY	MRA, w/dye, upper extremity	53				A							1833(t)														D	YY	20101001					I2D		4					  0	20101001	20101001		A	   
C8935	00100	3	MAGNETIC RESONANCE ANGIOGRAPHY WITHOUT CONTRAST, UPPER EXTREMITY	MRA, w/o dye, upper extr	53				A							1833(t)														D	YY	20101001					I2D		4					  0	20101001	20101001		A	   
C8936	00100	3	MAGNETIC RESONANCE ANGIOGRAPHY WITHOUT CONTRAST FOLLOWED BY WITH CONTRAST,	MRA, w/o&w/dye, upper extr	53				A							1833(t)														D	YY	20101001					I2D		4					  0	20101001	20101001		A	   
C8936	00200	4	UPPER EXTREMITY																																														   
C8957	00100	3	INTRAVENOUS INFUSION FOR THERAPY/DIAGNOSIS; INITIATION OF PROLONGED INFUSION	Prolonged IV inf, req pump	99				9							1833(t)														D							P6D		1					  0	20060101	20060101		N	   
C8957	00200	4	(MORE THAN 8 HOURS), REQUIRING USE OF PORTABLE OR IMPLANTABLE PUMP																																														   
C9003	00100	3	PALIVIZUMAB-RSV-IGM, PER 50 MG	Palivizumab, per 50 mg	53				A							1833(t)									90378					D						0093	O1E		1					  0	20001001	20090101	20081231	N	   
C9113	00100	3	INJECTION, PANTOPRAZOLE SODIUM, PER VIAL	Inj pantoprazole sodium, via	53				A							1833(T)														D							O1E		9					  0	20020101	20020101		N	   
C9121	00100	3	INJECTION, ARGATROBAN, PER 5 MG	Injection, argatroban	53				A							1833(T)														D	YY	20080101				0093	O1E		1	P				  0	20030101	20030101		N	   
C9232	00100	3	INJECTION, IDURSULFASE, 1 MG	Injection, idursulfase	53				A							621MMA									J1743					D							O1E		9					  0	20070101	20080101	20071231	N	   
C9233	00100	3	INJECTION, RANIBIZUMAB, 0.5 MG	Injection, ranibizumab	53				A							621MMA									J2778					D							O1E		9					  0	20070101	20080101	20071231	N	   
C9234	00100	3	INJECTION, ALGLUCOSIDASE ALFA, 10 MG	Inj, alglucosidase alfa	53				A							621MMA									J0220					D							O1E		9					  0	20070101	20080101	20071231	N	   
C9235	00100	3	INJECTION, PANITUMUMAB, 10 MG	Injection, panitumumab	53				A							621MMA									J9303					D							O1D		9					  0	20070101	20080101	20071231	N	   
C9236	00100	3	INJECTION, ECULIZUMAB, 10 MG	Injection, eculizumab	53				A							621MMA									J1300					D							O1E		1	P				  0	20071001	20080101	20071231	N	   
C9237	00100	3	INJECTION, LANREOTIDE ACETATE, 1 MG	Inj, lanreotide acetate	53				A							621MMA									J1930					D							O1E		1					  0	20080101	20090101	20081231	N	   
C9238	00100	3	INJECTION, LEVETIRACETAM, 10 MG	Inj, levetiracetam	53				A							621MMA									J1953					D							O1E		1	P				  0	20080101	20090101	20081231	N	   
C9239	00100	3	INJECTION, TEMSIROLIMUS, 1 MG	Inj, temsirolimus	53				A							621MMA									J9330					D							O1D		1	P				  0	20080101	20090101	20081231	N	   
C9240	00100	3	INJECTION, IXABEPILONE, 1 MG	Injection, ixabepilone	53				A							621MMA									J9207					D							O1D		9					  0	20080101	20090101	20081231	N	   
C9241	00100	3	INJECTION, DORIPENEM, 10 MG	Injection, doripenem	53				A							621MMA									J1267					D							O1E		1	P				  0	20080401	20090101	20081231	N	   
C9242	00100	3	INJECTION, FOSAPREPITANT, 1 MG	Injection, fosaprepitant	53				A							621 MMA									J1453					D							O1E		1	P				  0	20080701	20090101	20081231	N	   
C9243	00100	3	INJECTION, BENDAMUSTINE HCL, 1 MG	Injection, bendamustine hcl	53				A							1833(T)									J9033					D							O1D		9					  0	20081001	20090101	20081231	N	   
C9244	00100	3	INJECTION, REGADENOSON, 0.4 MG	Injection, regadenoson	53				A							1833(T)									J2785					D							O1E		9					  0	20081001	20090101	20081231	N	   
C9245	00100	3	INJECTION, ROMIPLOSTIM, 10 MCG	Injection, romiplostim	53				A							1833(t)									J2796					D							O1E		1					  0	20090101	20100101	20091231	N	   
C9246	00100	3	INJECTION, GADOXETATE DISODIUM, PER ML	Inj, gadoxetate disodium	53				A							1833(t)									A9581					D							O1E		1					  0	20090101	20100101	20091231	N	   
C9247	00100	3	IOBENGUANE, I-123, DIAGNOSTIC, PER STUDY DOSE, UP TO 10 MILLICURIES	Inj, iobenguane, I-123, dx	53				A							1833(t)									A9582					D							O1E		1					  0	20090101	20100101	20091231	N	   
C9248	00100	3	INJECTION, CLEVIDIPINE BUTYRATE, 1 MG	Inj, clevidipine butyrate	53				A							1833(t)														D	YY	20090101					O1E		1					  0	20090101	20090101		N	   
C9249	00100	3	INJECTION, CERTOLIZUMAB PEGOL, 1 MG	Inj, certolizumab pegol	53				A							621MMA									J0718					D							O1E		1					  0	20090401	20100101	20091231	N	   
C9250	00100	3	HUMAN PLASMA FIBRIN SEALANT, VAPOR-HEATED, SOLVENT-DETERGENT (ARTISS), 2ML	Artiss fibrin sealant	53				A							621MMA														D	YY	20090701					O1E		9					  0	20090701	20090701		N	   
C9251	00100	3	INJECTION, C1 ESTERASE INHIBITOR (HUMAN), 10 UNITS	Inj, C1 esterase inhibitor	53				A							621MMA									J0598					D							O1E		9					  0	20090701	20100101	20091231	N	   
C9252	00100	3	INJECTION, PLERIXAFOR, 1 MG	Injection, plerixafor	53				A							621MMA									J2562					D							O1E		9					  0	20090701	20100101	20091231	N	   
C9253	00100	3	INJECTION, TEMOZOLOMIDE, 1 MG	Injection, temozolomide	53				A							621MMA									J9328					D							O1D		9					  0	20090701	20100101	20091231	N	   
C9254	00100	3	INJECTION, LACOSAMIDE, 1 MG	Injection, lacosamide	53				A							621MMA														D	YY	20100101					O1E		9					  0	20100101	20100101		N	   
C9255	00100	3	INJECTION, PALIPERIDONE PALMITATE, 1 MG	Paliperidone palmitate inj	53				A							621MMA									J2426					D							O1E		9					  0	20100101	20110101	20101231	D	   
C9256	00100	3	INJECTION, DEXAMETHASONE INTRAVITREAL IMPLANT, 0.1 MG	Dexamethasone intravitreal	53				A							621MMA									J7312					D							O1E		9					  0	20100101	20110101	20101231	D	   
C9257	00100	3	INJECTION, BEVACIZUMAB, 0.25 MG	Bevacizumab injection	53				A							1833(t)														D	YY	20100101					O1E		9					  0	20100101	20100101		N	   
C9258	00100	3	INJECTION, TELAVANCIN, 10 MG	Telavancin injection	53				A							1833(t)									J3095					D							O1E		9					  0	20100401	20110101	20101231	D	   
C9259	00100	3	INJECTION, PRALATREXATE, 1 MG	Pralatrexate injection	53				A							1833(t)									J9307					D							O1D		9					  0	20100401	20110101	20101231	D	   
C9260	00100	3	INJECTION, OFATUMUMAB, 10 MG	Ofatumumab injection	53				A							1883(t)									J9302					D							O1D		9					  0	20100401	20110101	20101231	D	   
C9261	00100	3	INJECTION, USTEKINUMAB, 1 MG	Ustekinumab injection	53				A							1883(t)									J3357					D							O1E		9					  0	20100401	20110101	20101231	D	   
C9262	00100	3	FLUDARABINE PHOSPHATE, ORAL, 1 MG	Fludarabine phosphate, oral	53				A							1833(t)									Q2025					D							O1D		9					  0	20100401	20100701	20100630	D	   
C9263	00100	3	INJECTION, ECALLANTIDE, 1 MG	Ecallantide injection	53				A							1833(t)									J1290					D							O1E		9					  0	20100401	20110101	20101231	D	   
C9264	00100	3	INJECTION, TOCILIZUMAB, 1 MG	Tocilizumab injection	53				A							1833(t)(6)									J3262					D						0093	O1E		9					  0	20100701	20110101	20101231	D	   
C9265	00100	3	INJECTION, ROMIDEPSIN, 1 MG	Romidepsin injection	53				A							1833(t)(6)									J9315					D						0093	O1D		9					  0	20100701	20110101	20101231	D	   
C9266	00100	3	INJECTION, COLLAGENASE CLOSTRIDIUM HISTOLYTICUM, 0.1 MG	Collagenase clostridum histo	53				A							1833(t)(6)									J0775					D						0093	O1E		9					  0	20100701	20110101	20101231	D	   
C9267	00100	3	INJECTION, VON WILLEBRAND FACTOR COMPLEX (HUMAN), WILATE, PER 100 IU VWF: RCO	Injection, Wilate	53				A							1833(t)(6)									J7184					D						0093	O1E		9					  0	20100701	20110101	20101231	D	   
C9268	00100	3	CAPSAICIN, PATCH, 10CM2	Capsaicin patch	53				A							1833(t)(6)									J7335					D						0093	O1E		9					  0	20100701	20110101	20101231	D	   
C9269	00100	3	INJECTION, C-1 ESTERASE INHIBITOR (HUMAN), BERINERT, 10 UNITS	C-1 esterase, berinert	53				A							1833(t)									J0597					D							O1E		9					  0	20101001	20110101	20101231	D	   
C9270	00100	3	INJECTION, IMMUNE GLOBULIN (GAMMAPLEX), INTRAVENOUS, NON-LYOPHILIZED (E.G.	Gammaplex IVIG	53				A							1833(t)														D	YY	20101001					O1E		9					  0	20101001	20101001		A	   
C9270	00200	4	LIQUID), 500 MG																																														   
C9271	00100	3	INJECTION, VELAGLUCERASE ALFA, 100 UNITS	Velaglucerase alfa	53				A							1833(t)									J3385					D							O1E		9					  0	20101001	20110101	20101231	D	   
C9272	00100	3	INJECTION, DENOSUMAB, 1 MG	Inj, denosumab	53				A							1833(t)														D	YY	20101001					O1E		9					  0	20101001	20101001		A	   
C9273	00100	3	SIPULEUCEL-T, MINIMUM OF 50 MILLION AUTOLOGOUS CD54+ CELLS ACTIVATED WITH	Sipuleucel-T, per infusion	53				A							1833(t)														D	YY	20101001					O1D		1					  0	20101001	20101001		A	   
C9273	00200	4	PAP-GM-CSF, INCLUDING LEUKAPHERESIS AND ALL OTHER PREPARATORY PROCEDURES, PER																																														   
C9273	00300	4	INFUSION																																														   
C9274	00100	3	CROTALIDAE POLYVALENT IMMUNE FAB (OVINE), 1 VIAL	Crotalidae Poly Immune Fab	53				A							1833(t)														D	YY	20110101					O1E		9					  0	20110101	20110101		A	   
C9275	00100	3	INJECTION, HEXAMINOLEVULINATE HYDROCHLORIDE, 100 MG, PER STUDY DOSE	Hexaminolevulinate HCl	53				A							1833(t)														D	YY	20110101					O1E		4					  0	20110101	20110101		A	   
C9276	00100	3	INJECTION, CABAZITAXEL, 1 MG	Cabazitaxel injection	53				A							1833(t)														D	YY	20110101					O1D		9					  0	20110101	20110101		A	   
C9277	00100	3	INJECTION, ALGLUCOSIDASE ALFA (LUMIZYME), 1 MG	Lumizyme, 1 mg	53				A							1833(t)														D	YY	20110101					O1E		9					  0	20110101	20110101		A	   
C9278	00100	3	INJECTION, INCOBOTULINUMTOXIN A, 1 UNIT	Incobotulinumtoxin A	53				A							1833(t)														D	YY	20110101					O1E		9					  0	20110101	20110101		A	   
C9279	00100	3	INJECTION, IBUPROFEN, 100 MG	Injection, ibuprofen	53				A							1833(t)														D	YY	20110101				0093	O1E		1					  0	20110101	20110101		A	   
C9350	00100	3	MICROPOROUS COLLAGEN TUBE OF NON-HUMAN ORIGIN, PER CENTIMETER LENGTH	Porous collagen tube per cm	53				A							621MMA														D							D1A		9					  0	20070101	20080101	20071231	N	   
C9351	00100	3	ACELLULAR DERMAL TISSUE MATRIX OF NON-HUMAN ORIGIN, PER SQUARE CENTIMETER (DO	Acellular derm tissue percm2	53				A							621MMA									J7348	J7349				D							D1A		9					  0	20070101	20080101	20071231	N	   
C9351	00200	4	NOT REPORT C9351 IN CONJUNCTION WITH J7345)																																														   
C9352	00100	3	MICROPOROUS COLLAGEN IMPLANTABLE TUBE (NEURAGEN NERVE GUIDE), PER CENTIMETER	Neuragen nerve guide, per cm	53				A							621MMA														D							D1A		9					  0	20080101	20080101		N	   
C9352	00200	4	LENGTH																																														   
C9353	00100	3	MICROPOROUS COLLAGEN IMPLANTABLE SLIT TUBE (NEURAWRAP NERVE PROTECTOR), PER	Neurawrap nerve protector,cm	53				A							621MMA														D							D1A		9					  0	20080101	20080101		N	   
C9353	00200	4	CENTIMETER LENGTH																																														   
C9354	00100	3	ACELLULAR PERICARDIAL TISSUE MATRIX OF NON-HUMAN ORIGIN (VERITAS), PER SQUARE	Veritas collagen matrix, cm2	53				A							621MMA														D							D1A		9					  0	20080101	20080101		N	   
C9354	00200	4	CENTIMETER																																														   
C9355	00100	3	COLLAGEN NERVE CUFF (NEUROMATRIX), PER 0.5 CENTIMETER LENGTH	Neuromatrix nerve cuff, cm	53				A							621MMA														D							D1A		9					  0	20080101	20080101		N	   
C9356	00100	3	TENDON, POROUS MATRIX OF CROSS-LINKED COLLAGEN AND GLYCOSAMINOGLYCAN MATRIX	TenoGlide tendon prot, cm2	53				A							621 MMA														D	YY	20080701					D1A		9					  0	20080701	20080701		N	   
C9356	00200	4	(TENOGLIDE TENDON PROTECTOR SHEET), PER SQUARE CENTIMETER																																														   
C9357	00100	3	DERMAL SUBSTITUTE, GRANULATED CROSS-LINKED COLLAGEN AND GLYCOSAMINOGLYCAN	Flowable wound matrix, 1 cc	53				A							621  MMA									Q4114					D							D1A		9					  0	20080701	20090101	20081231	N	   
C9357	00200	4	MATRIX (FLOWABLE WOUND MATRIX), 1 CC																																														   
C9358	00100	3	DERMAL SUBSTITUTE, NATIVE, NON-DENATURED COLLAGEN, FETAL BOVINE ORIGIN	SurgiMend, fetal	53				A							621  MMA														D	YY	20080701					D1A		9					  0	20080701	20080701		N	   
C9358	00200	4	(SURGIMEND COLLAGEN MATRIX), PER 0.5 SQUARE CENTIMETERS																																														   
C9359	00100	3	POROUS PURIFIED COLLAGEN MATRIX BONE VOID FILLER (INTEGRA MOZAIK	Implnt,bon void filler-putty	53				A							1833(T)														D	YY	20081001					D1A		9					  0	20081001	20081001		N	   
C9359	00200	4	OSTEOCONDUCTIVE SCAFFOLD PUTTY, INTEGRA OS OSTEOCONDUCTIVE SCAFFOLD PUTTY), PER																																														   
C9359	00300	4	0.5 CC																																														   
C9360	00100	3	DERMAL SUBSTITUTE, NATIVE, NON-DENATURED COLLAGEN, NEONATAL BOVINE ORIGIN	SurgiMend, neonatal	53				A							621MMA														D	YY	20090701					D1A		9					  0	20090701	20090701		N	   
C9360	00200	4	(SURGIMEND COLLAGEN MATRIX), PER 0.5 SQUARE CENTIMETERS																																														   
C9361	00100	3	COLLAGEN MATRIX NERVE WRAP (NEUROMEND COLLAGEN NERVE WRAP), PER 0.5 CENTIMETER	NeuroMend nerve wrap	53				A							621MMA														D	YY	20090701					D1A		9					  0	20090701	20090701		N	   
C9361	00200	4	LENGTH																																														   
C9362	00100	3	POROUS PURIFIED COLLAGEN MATRIX BONE VOID FILLER (INTEGRA MOZAIK	Implnt,bon void filler-strip	53				A							621MMA														D	YY	20090701					D1A		9					  0	20090701	20090701		N	   
C9362	00200	4	OSTEOCONDUCTIVE SCAFFOLD STRIP), PER 0.5 CC																																														   
C9363	00100	3	SKIN SUBSTITUTE, INTEGRA MESHED BILAYER WOUND MATRIX, PER SQUARE CENTIMETER	Integra Meshed Bil Wound Mat	53				A							621MMA														D	YY	20090701					D1A		9					  0	20090701	20090701		N	   
C9364	00100	3	PORCINE IMPLANT, PERMACOL, PER SQUARE CENTIMETER	Porcine implant, Permacol	53				A							621MMA														D	YY	20090701					D1A		9					  0	20090701	20090701		N	   
C9367	00100	3	SKIN SUBSTITUTE, ENDOFORM DERMAL TEMPLATE, PER SQUARE CENTIMETER	Endoform Dermal Template	53				A							1833(t)(6)														D	YY	20100701				0093	O1E		9					  0	20100701	20100701		A	   
C9399	00100	3	UNCLASSIFIED DRUGS OR BIOLOGICALS	Unclassified drugs or biolog	53				A							621MMA														D	YY	20080101					O1E		1					  0	20040101	20040101		N	   
C9716	00100	3	CREATIONS OF THERMAL ANAL LESIONS BY RADIOFREQUENCY ENERGY	Radiofrequency energy to anu	53				A							1833(t)														D	YY	20080101					P6D		2					  0	20040701	20040701		N	   
C9723	00100	3	DYNAMIC INFRARED BLOOD PERFUSION IMAGING (DIRI)	Dyn IR Perf Img	53				A							1833(T)														D						0093	I4B		4					  0	20050401	20090101	20081231	N	   
C9724	00100	3	ENDOSCOPIC FULL-THICKNESS PLICATION IN THE GASTRIC CARDIA USING ENDOSCOPIC	EPS gast cardia plic	53				A							1833(T)														D	YY	20080101					P8I		2					  0	20050401	20050401		N	   
C9724	00200	4	PLICATION SYSTEM (EPS); INCLUDES ENDOSCOPY																																														   
C9725	00100	3	PLACEMENT OF ENDORECTAL INTRACAVITARY APPLICATOR FOR HIGH INTENSITY	Place endorectal app	53				A							1833(T)														D	YY	20080101					P7A		6					  0	20051001	20051001		N	   
C9725	00200	4	BRACHYTHERAPY																																														   
C9726	00100	3	PLACEMENT AND REMOVAL (IF PERFORMED) OF APPLICATOR INTO BREAST FOR RADIATION	Rxt breast appl place/remov	53				A							1833(T)														D	YY	20080101					P7A		6					  0	20060101	20060101		N	   
C9726	00200	4	THERAPY																																														   
C9727	00100	3	INSERTION OF IMPLANTS INTO THE SOFT PALATE; MINIMUM OF THREE IMPLANTS	Insert palate implants	53				A							1833(T)														D	YY	20080101					P6D		2					  0	20061001	20061001		N	   
C9728	00100	3	PLACEMENT OF INTERSTITIAL DEVICE(S) FOR RADIATION THERAPY/SURGERY GUIDANCE (EG,	Place device/marker, non pro	53				A							1833(T)														D	YY	20080101					P5E		2					  0	20070701	20100101		N	   
C9728	00200	4	FIDUCIAL MARKERS, DOSIMETER), FOR OTHER THAN THE FOLLOWING SITES (ANY																																														   
C9728	00300	4	APPROACH): ABDOMEN, PELVIS, PROSTATE, RETROPERITONEUM, THORAX, SINGLE OR																																														   
C9728	00400	4	MULTIPLE																																														   
C9800	00100	3	DERMAL INJECTION PROCEDURE(S) FOR FACIAL LIPODYSTROPHY SYNDROME (LDS) AND	Dermal filler inj px/suppl	53				A							1833(t)														D	YY	20100323				0093	P6A		1					  0	20100701	20100701		A	   
C9800	00200	4	PROVISION OF RADIESSE OR SCULPTRA DERMAL FILLER, INCLUDING ALL ITEMS AND																																														   
C9800	00300	4	SUPPLIES																																														   
C9801	00100	3	SMOKING AND TOBACCO CESSATION COUNSELING VISIT FOR THE ASYMPTOMATIC PATIENT;	Tobacco-use counsel 3-10 min	53				A							101 MIPAA									G0436					D							M5D		1					  0	20100825	20110101	20101231	D	   
C9801	00200	4	INTERMEDIATE, GREATER THAN 3 MINUTES, UP TO 10 MINUTES																																														   
C9802	00100	3	SMOKING AND TOBACCO CESSATION COUNSELING VISIT FOR THE ASYMPTOMATIC PATIENT;	Tobacco-use counsel >10min	53				A							101 MIPPA									G0437					D							M5D		9					  0	20100825	20110101	20101231	D	   
C9802	00200	4	INTENSIVE, GREATER THAN 10 MINUTES																																														   
C9898	00100	3	RADIOLABELED PRODUCT PROVIDED DURING A HOSPITAL INPATIENT STAY	Inpnt stay radiolabeled item	00				9							NA														D							Z2		1					  0	20080101	20080101		N	   
C9899	00100	3	IMPLANTED PROSTHETIC DEVICE, PAYABLE ONLY FOR INPATIENTS WHO DO NOT HAVE	Inpt implant pros dev,no cov	53				A							1833(t)														D							Z2		1					  0	20090101	20090101		N	   
C9899	00200	4	INPATIENT COVERAGE																																														   
E0100	00100	3	CANE, INCLUDES CANES OF ALL MATERIALS, ADJUSTABLE OR FIXED, WITH TIP	Cane adjust/fixed with tip	32				A	60-3	60-9		2100.1																	D							D1E		A	P	R			  0	19860101	19960101		N	   
E0105	00100	3	CANE, QUAD OR THREE PRONG, INCLUDES CANES OF ALL MATERIALS, ADJUSTABLE OR	Cane adjust/fixed quad/3 pro	32				A	60-15	60-9		2100.1																	D							D1E		A	P	R			  0	19860101	19960101		N	   
E0105	00200	4	FIXED, WITH TIPS																																														   
E0110	00100	3	CRUTCHES, FOREARM, INCLUDES CRUTCHES OF VARIOUS MATERIALS, ADJUSTABLE OR FIXED,	Crutch forearm pair	32				A	60-9			2100.1																	D							D1E		A	P	R			  0	19860101	19960101		N	   
E0110	00200	4	PAIR, COMPLETE WITH TIPS AND HANDGRIPS																																														   
E0111	00100	3	CRUTCH FOREARM, INCLUDES CRUTCHES OF VARIOUS MATERIALS, ADJUSTABLE OR FIXED,	Crutch forearm each	32				A	60-9			2100.1																	D							D1E		A	P	R			  0	19860101	19960101		N	   
E0111	00200	4	EACH, WITH TIP AND HANDGRIPS																																														   
E0112	00100	3	CRUTCHES UNDERARM, WOOD, ADJUSTABLE OR FIXED, PAIR, WITH PADS, TIPS AND	Crutch underarm pair wood	32				A	60-9			2100.1																	D							D1E		A	P	R			  0	19860101	19960101		N	   
E0112	00200	4	HANDGRIPS																																														   
E0113	00100	3	CRUTCH UNDERARM, WOOD, ADJUSTABLE OR FIXED, EACH, WITH PAD, TIP AND HANDGRIP	Crutch underarm each wood	32				A	60-9			2100.1																	D							D1E		A	P	R			  0	19860101	19960101		N	   
E0114	00100	3	CRUTCHES UNDERARM, OTHER THAN WOOD, ADJUSTABLE OR FIXED, PAIR, WITH PADS, TIPS	Crutch underarm pair no wood	32				A	60-9			2100.1																	D							D1E		A	P	R			  0	19860101	19970101		N	   
E0114	00200	4	AND HANDGRIPS																																														   
E0116	00100	3	CRUTCH, UNDERARM, OTHER THAN WOOD, ADJUSTABLE OR FIXED, WITH PAD, TIP,	Crutch underarm each no wood	32				A	60-9			2100.1																	D							D1E		A	P	R			  0	19860101	20060101		N	   
E0116	00200	4	HANDGRIP, WITH OR WITHOUT SHOCK ABSORBER, EACH																																														   
E0117	00100	3	CRUTCH, UNDERARM, ARTICULATING, SPRING ASSISTED, EACH	Underarm springassist crutch	32				A				2100.1																	D							D1E		A	P	R			  0	20030101	20030101		N	   
E0118	00100	3	CRUTCH SUBSTITUTE, LOWER LEG PLATFORM, WITH OR WITHOUT WHEELS, EACH	Crutch substitute	32				A																					C							D1E		A	P	R			  0	20040101	20040401		N	   
E0130	00100	3	WALKER, RIGID (PICKUP), ADJUSTABLE OR FIXED HEIGHT	Walker rigid adjust/fixed ht	32				A	60-9			2100.1																	D							D1E		A	P	R			  0	19860101	19960101		N	   
E0135	00100	3	WALKER, FOLDING (PICKUP), ADJUSTABLE OR FIXED HEIGHT	Walker folding adjust/fixed	32				A	60-9			2100.1																	D							D1E		A	P	R			  0	19860101	19960101		N	   
E0140	00100	3	WALKER, WITH TRUNK SUPPORT, ADJUSTABLE OR FIXED HEIGHT, ANY TYPE	Walker w trunk support	32				A	60-9			2100.1																	D							D1E		A	P	R			  0	20040101	20040101		N	   
E0141	00100	3	WALKER, RIGID, WHEELED, ADJUSTABLE OR FIXED HEIGHT	Rigid wheeled walker adj/fix	32				A	60-9			2100.1																	D							D1E		A	P	R			  0	19860101	20040101		N	   
E0143	00100	3	WALKER, FOLDING, WHEELED, ADJUSTABLE OR FIXED HEIGHT	Walker folding wheeled w/o s	32				A	60-9			2100.1																	D							D1E		A	P	R			  0	19860101	20040101		N	   
E0144	00100	3	WALKER, ENCLOSED, FOUR SIDED FRAMED, RIGID OR FOLDING, WHEELED WITH POSTERIOR	Enclosed walker w rear seat	32				A	60-9			2100.1																	D							D1E		A	P	R			  0	20000101	20071005		N	   
E0144	00200	4	SEAT																																														   
E0147	00100	3	WALKER, HEAVY DUTY, MULTIPLE BRAKING SYSTEM, VARIABLE WHEEL RESISTANCE	Walker variable wheel resist	32				A	60-15			2100.1																	D							D1E		A	P	R			  0	19860101	20040101		N	   
